Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion ,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,slower,176.38,1629046,12448668,14.60830878,0.809028826,0.10647534
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,superfast,39.8,1236116,9235872,17.08946156,0.766809474,0.128054738
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,veryfast,47.48,1172179,8758155,17.08908846,0.766965972,0.128177473
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,faster,47.5,1172390,8759730,17.08919801,0.766979766,0.128177014
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,fast,56.23,1182312,8833866,17.08871468,0.767015724,0.128124436
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,medium,73.74,1161775,8680420,17.09416927,0.767542293,0.128498674
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,slow,180.53,1172153,8757953,17.08965788,0.76673706,0.128676871
fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,slower,363.42,1105359,8258893,17.09319586,0.767689753,0.128672381
fight2-FRobin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,52.8,30,1264,2116.720703,110.1729431,10,0.24131,0.46774,superfast,38.39,1659173,11144740,16.3508203,0.745284029,0.132687336
fight2-FRobin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,52.8,30,1264,2116.720703,110.1729431,10,0.24131,0.46774,veryfast,44.86,1589118,10674169,16.35083756,0.745564008,0.132826913
fight2-FRobin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,52.8,30,1264,2116.720703,110.1729431,10,0.24131,0.46774,faster,44.7,1587475,10663140,16.35092106,0.745573958,0.132832085
